도형아이디,시도명,시군구명,읍면동명,법정동명,지번,도로명,건물번호,통정보,건물명,동정보,호정보,등본주소,계약주소,준공일,입주형태,지번주소,기준년도,년도값,공간아이디,면적,등급,공간정보,longitude,latitude
47379,서울특별시,동작구,흑석동,흑석동,43-34,현충로6길,5,32통,\N,\N,\N,서울특별시 동작구 흑석동 43-34,서울특별시 동작구 흑석동 43-34번지,1996-04-24,다가구주택,서울특별시 동작구 흑석동 43-34번지,2012-01-01,2012,367,0,3,POINT (126.965979396815 37.5068596273227),126.965979396815,37.5068596273227
47380,서울특별시,동작구,흑석동,흑석동,43-35,현충로6길,7,32통,\N,\N,\N,서울특별시 동작구 흑석동 43-35,서울특별시 동작구 흑석동 43-35번지,1993-08-27,다가구주택,서울특별시 동작구 흑석동 43-35번지,2012-01-01,2012,359,0,3,POINT (126.965900271649 37.5068145326836),126.965900271649,37.5068145326836
47381,서울특별시,동작구,흑석동,흑석동,43-35,현충로6길,7,32통,\N,\N,\N,서울특별시 동작구 흑석동 43-35,서울특별시 동작구 흑석동 43-35번지,1993-08-27,다가구주택,서울특별시 동작구 흑석동 43-35번지,2012-01-01,2012,359,0,3,POINT (126.965900271649 37.5068145326836),126.965900271649,37.5068145326836
63512,서울특별시,은평구,녹번동,녹번동,May-94,녹번로4길,03월 01일,23통,옥천빌라,\N,B01,서울특별시 은평구 녹번동 94-5,서울특별시 은평구 녹번동 94-5번지,1992-12-03,다세대주택,서울특별시 은평구 녹번동 94-5번지,2013-01-01,2013,45,121.108,3,POINT (126.930532831201 37.6056294597712),126.930532831201,37.6056294597712
63513,서울특별시,은평구,녹번동,녹번동,May-94,녹번로4길,03월 01일,23통,옥천빌라,\N,B02,서울특별시 은평구 녹번동 94-5,서울특별시 은평구 녹번동 94-5번지,1992-12-03,다세대주택,서울특별시 은평구 녹번동 94-5번지,2013-01-01,2013,45,121.108,3,POINT (126.930532831201 37.6056294597712),126.930532831201,37.6056294597712
1106,서울특별시,구로구,구로5동,구로동,551-166,구로중앙로32나길,18,5통,\N,\N,\N,서울특별시 구로구 구로5동 551-166,서울특별시 구로구 구로동 551-166번지,1985-12-11,단독주택,서울특별시 구로구 구로동 551-166번지,2012-01-01,2012,325,0,3,POINT (126.885946554544 37.5015926070053),126.885946554544,37.5015926070053
1727,서울특별시,구로구,고척2동,고척동,167-44,고척로55길,27,9통,\N,\N,\N,서울특별시 구로구 고척2동 167-44,서울특별시 구로구 고척동 167-44번지,1989-06-02,단독주택,서울특별시 구로구 고척동 167-44번지,2012-01-01,2012,340,0,3,POINT (126.855391835261 37.5060912582586),126.855391835261,37.5060912582586
1728,서울특별시,구로구,고척2동,고척동,167-44,고척로55길,27,9통,\N,\N,\N,서울특별시 구로구 고척2동 167-44,서울특별시 구로구 고척동 167-44번지,1989-06-02,단독주택,서울특별시 구로구 고척동 167-44번지,2012-01-01,2012,340,0,3,POINT (126.855391835261 37.5060912582586),126.855391835261,37.5060912582586
18434,서울특별시,서초구,양재2동,양재동,300-13,언남16길,33,20통,극동빌라,\N,B01,서울특별시 서초구 양재2동 300-13,서울특별시 서초구 양재동 300-13번지,1993-12-17,다세대주택,서울특별시 서초구 양재동 300-13번지,2012-01-01,2012,380,0,3,POINT (127.046316502172 37.4736893351533),127.046316502172,37.4736893351533
18435,서울특별시,서초구,양재2동,양재동,300-13,언남16길,33,20통,극동빌라,\N,B02,서울특별시 서초구 양재2동 300-13,서울특별시 서초구 양재동 300-13번지,1993-12-17,다세대주택,서울특별시 서초구 양재동 300-13번지,2012-01-01,2012,380,0,3,POINT (127.046316502172 37.4736893351533),127.046316502172,37.4736893351533
18436,서울특별시,서초구,양재2동,양재동,300-13,언남16길,33,20통,극동빌라,\N,B03,서울특별시 서초구 양재2동 300-13,서울특별시 서초구 양재동 300-13번지,1993-12-17,다세대주택,서울특별시 서초구 양재동 300-13번지,2012-01-01,2012,380,0,3,POINT (127.046316502172 37.4736893351533),127.046316502172,37.4736893351533
18494,서울특별시,서초구,양재2동,양재동,322-3,강남대로16길,22-17,1통,대동빌라,\N,B01,서울특별시 서초구 양재2동 322-3,서울특별시 서초구 양재동 322-3번지,1996-04-22,다세대주택,서울특별시 서초구 양재동 322-3번지,2012-01-01,2012,393,0,3,POINT (127.040854434967 37.4706368974739),127.040854434967,37.4706368974739
18495,서울특별시,서초구,양재2동,양재동,322-3,강남대로16길,22-17,1통,대동빌라,\N,B02,서울특별시 서초구 양재2동 322-3,서울특별시 서초구 양재동 322-3번지,1996-04-22,다세대주택,서울특별시 서초구 양재동 322-3번지,2012-01-01,2012,393,0,3,POINT (127.040854434967 37.4706368974739),127.040854434967,37.4706368974739
18496,서울특별시,서초구,양재2동,양재동,322-3,강남대로16길,22-17,1통,대동빌라,\N,B03,서울특별시 서초구 양재2동 322-3,서울특별시 서초구 양재동 322-3번지,1996-04-22,다세대주택,서울특별시 서초구 양재동 322-3번지,2012-01-01,2012,393,0,3,POINT (127.040854434967 37.4706368974739),127.040854434967,37.4706368974739
18497,서울특별시,서초구,양재2동,양재동,322-3,강남대로16길,22-17,1통,대동빌라,\N,B04,서울특별시 서초구 양재2동 322-3,서울특별시 서초구 양재동 322-3번지,1996-04-22,다세대주택,서울특별시 서초구 양재동 322-3번지,2012-01-01,2012,393,0,3,POINT (127.040854434967 37.4706368974739),127.040854434967,37.4706368974739
27716,서울특별시,강남구,일원1동,일원동,657-6,양재대로북81길,21,16통,\N,\N,B02,서울특별시 강남구 일원1동 657-6,서울특별시 강남구 일원동 657-6번지,1986-12-15,단독주택,서울특별시 강남구 일원동 657-6번지,2014-01-01,2014,33,131.443,3,POINT (127.085508940316 37.4917507439348),127.085508940316,37.4917507439348
27717,서울특별시,강남구,일원1동,일원동,657-6,양재대로북81길,21,16통,\N,\N,B03,서울특별시 강남구 일원1동 657-6,서울특별시 강남구 일원동 657-6번지,1986-12-15,단독주택,서울특별시 강남구 일원동 657-6번지,2014-01-01,2014,33,131.443,3,POINT (127.085508940316 37.4917507439348),127.085508940316,37.4917507439348
27789,서울특별시,강남구,일원1동,일원동,664-16,양재대로북78길,28,18통,\N,\N,B01,서울특별시 강남구 일원1동 664-16,서울특별시 강남구 일원동 664-16번지,1986-09-08,단독주택,서울특별시 강남구 일원동 664-16번지,2013-01-01,2013,77,125.676,3,POINT (127.084321643731 37.4917966348547),127.084321643731,37.4917966348547
27790,서울특별시,강남구,일원1동,일원동,664-16,양재대로북78길,28,18통,\N,\N,B02,서울특별시 강남구 일원1동 664-16,서울특별시 강남구 일원동 664-16번지,1986-09-08,단독주택,서울특별시 강남구 일원동 664-16번지,2013-01-01,2013,77,125.676,3,POINT (127.084321643731 37.4917966348547),127.084321643731,37.4917966348547
12216,경기도,부천시오정구,성곡동,원종동,374-11,삼작로379번길,22,4통,낙원빌라,\N,101,경기도 부천시오정구 성곡동 374-11,경기도 부천시 원종동 374-11번지,1987-11-06,다세대주택,경기도 부천시 원종동 374-11번지,2010-09-21,2010,3865,293.165356,2,POINT (126.804153764064 37.5207487761605),126.804153764064,37.5207487761605
12217,경기도,부천시오정구,성곡동,원종동,374-11,삼작로379번길,22,4통,낙원빌라,\N,102,경기도 부천시오정구 성곡동 374-11,경기도 부천시 원종동 374-11번지,1987-11-06,다세대주택,경기도 부천시 원종동 374-11번지,2010-09-21,2010,3865,293.165356,2,POINT (126.804153764064 37.5207487761605),126.804153764064,37.5207487761605
12218,경기도,부천시오정구,성곡동,원종동,374-11,삼작로379번길,22,4통,낙원빌라,\N,103,경기도 부천시오정구 성곡동 374-11,경기도 부천시 원종동 374-11번지,1987-11-06,다세대주택,경기도 부천시 원종동 374-11번지,2010-09-21,2010,3865,293.165356,2,POINT (126.804153764064 37.5207487761605),126.804153764064,37.5207487761605
12219,경기도,부천시오정구,성곡동,원종동,374-13,삼작로379번길,14,4통,진주연립,7,B02,경기도 부천시오정구 성곡동 374-13,경기도 부천시 원종동 374-13번지,1986-08-25,다세대주택,경기도 부천시 원종동 374-13번지,2011-07-27,2011,2124,181.5668205,2,POINT (126.8040865412 37.5204783759641),126.8040865412,37.5204783759641
12220,경기도,부천시오정구,성곡동,원종동,374-14,삼작로379번길,01월 14일,4통,진주연립,8,B01,경기도 부천시오정구 성곡동 374-14,경기도 부천시 원종동 374-14번지,1986-09-08,다세대주택,경기도 부천시 원종동 374-14번지,2010-09-21,2010,3863,171.5656405,2,POINT (126.80424495917 37.5204696587848),126.80424495917,37.5204696587848
12221,경기도,부천시오정구,성곡동,원종동,374-14,삼작로379번길,01월 14일,4통,진주연립,8,B02,경기도 부천시오정구 성곡동 374-14,경기도 부천시 원종동 374-14번지,1986-09-08,다세대주택,경기도 부천시 원종동 374-14번지,2010-09-21,2010,3863,171.5656405,2,POINT (126.80424495917 37.5204696587848),126.80424495917,37.5204696587848
12223,경기도,부천시오정구,성곡동,원종동,374-16,삼작로379번길,08월 01일,4통,진주연립,4,B02,경기도 부천시오정구 성곡동 374-16,경기도 부천시 원종동 374-16번지,1986-09-02,다세대주택,경기도 부천시 원종동 374-16번지,2010-09-21,2010,2127,172.0263515,2,POINT (126.804234314153 37.5202173215897),126.804234314153,37.5202173215897
12225,경기도,부천시오정구,성곡동,원종동,374-18,삼작로379번길,01월 18일,4통,장미아트빌라,나,101,경기도 부천시오정구 성곡동 374-18,경기도 부천시 원종동 374-18번지,1988-08-19,다세대주택,경기도 부천시 원종동 374-18번지,2011-07-27,2011,3864,281.324193,2,POINT (126.804165498728 37.5206136179718),126.804165498728,37.5206136179718
12226,경기도,부천시오정구,성곡동,원종동,374-18,삼작로379번길,01월 18일,4통,장미아트빌라,나,102,경기도 부천시오정구 성곡동 374-18,경기도 부천시 원종동 374-18번지,1988-08-19,다세대주택,경기도 부천시 원종동 374-18번지,2011-07-27,2011,3864,281.324193,2,POINT (126.804165498728 37.5206136179718),126.804165498728,37.5206136179718
12228,경기도,부천시오정구,성곡동,원종동,374-9,삼작로379번길,12,4통,진주연립,5,B01,경기도 부천시오정구 성곡동 374-9,경기도 부천시 원종동 374-9번지,1986-08-25,다세대주택,경기도 부천시 원종동 374-9번지,2010-09-21,2010,3861,181.833133,2,POINT (126.804086960295 37.520334249139),126.804086960295,37.520334249139
12229,경기도,부천시오정구,성곡동,원종동,374-9,삼작로379번길,12,4통,진주연립,5,B02,경기도 부천시오정구 성곡동 374-9,경기도 부천시 원종동 374-9번지,1986-08-25,다세대주택,경기도 부천시 원종동 374-9번지,2010-09-21,2010,3861,181.833133,2,POINT (126.804086960295 37.520334249139),126.804086960295,37.520334249139
12256,경기도,부천시오정구,성곡동,원종동,378-4,성오로,Nov-40,12통,효성빌라,나,101,경기도 부천시오정구 성곡동 378-4,경기도 부천시 원종동 378-4번지,1989-05-11,다세대주택,경기도 부천시 원종동 378-4번지,2011-07-27,2011,959,172.5514765,2,POINT (126.803515901232 37.5181167747444),126.803515901232,37.5181167747444
12257,경기도,부천시오정구,성곡동,원종동,378-6,성오로,40-13,12통,효성빌라,다,101,경기도 부천시오정구 성곡동 378-6,경기도 부천시 원종동 378-6번지,1989-06-03,다세대주택,경기도 부천시 원종동 378-6번지,2011-07-27,2011,1554,172.671205,2,POINT (126.803651520425 37.5181170262015),126.803651520425,37.5181170262015
62040,경기도,시흥시,신천동,신천동,872-13,시흥대로1065번길,21,37통,정산빌라,2,B02,경기도 시흥시 신천동 872-13,경기도 시흥시 신천동 872-13번지,1991-05-20,다세대주택,경기도 시흥시 신천동 872-13번지,2012-08-15,2012,3082,414.71345,3,POINT (126.790072585824 37.4310022301185),126.790072585824,37.4310022301185
62041,경기도,시흥시,신천동,신천동,872-13,시흥대로1065번길,21,37통,정산빌라,3,B01,경기도 시흥시 신천동 872-13,경기도 시흥시 신천동 872-13번지,1991-05-20,다세대주택,경기도 시흥시 신천동 872-13번지,2012-08-15,2012,3082,414.71345,3,POINT (126.790072585824 37.4310022301185),126.790072585824,37.4310022301185
62042,경기도,시흥시,신천동,신천동,872-13,시흥대로1065번길,21,37통,정산빌라,3,B02,경기도 시흥시 신천동 872-13,경기도 시흥시 신천동 872-13번지,1991-05-20,다세대주택,경기도 시흥시 신천동 872-13번지,2012-08-15,2012,3082,414.71345,3,POINT (126.790072585824 37.4310022301185),126.790072585824,37.4310022301185
62092,경기도,시흥시,신천동,신천동,874-14,시흥대로1089번길,05월 19일,37통,대창빌라,\N,B01,경기도 시흥시 신천동 874-14,경기도 시흥시 신천동 874-14번지,2001-08-24,다세대주택,경기도 시흥시 신천동 874-14번지,2011-07-27,2011,210,1364.347402,2,POINT (126.789109756606 37.4318474612347),126.789109756606,37.4318474612347
62093,경기도,시흥시,신천동,신천동,874-14,시흥대로1089번길,05월 19일,37통,대창빌라,\N,B02,경기도 시흥시 신천동 874-14,경기도 시흥시 신천동 874-14번지,2001-08-24,다세대주택,경기도 시흥시 신천동 874-14번지,2011-07-27,2011,210,1364.347402,2,POINT (126.789109756606 37.4318474612347),126.789109756606,37.4318474612347
62100,경기도,시흥시,신천동,신천동,875-20,시흥대로1065번길,06월 24일,37통,균정타운,3,B01,경기도 시흥시 신천동 875-20,경기도 시흥시 신천동 875-20번지,1995-06-21,다세대주택,경기도 시흥시 신천동 875-20번지,2011-07-27,2011,210,1364.347402,2,POINT (126.790138970497 37.4314798309614),126.790138970497,37.4314798309614
62101,경기도,시흥시,신천동,신천동,875-20,시흥대로1065번길,06월 24일,37통,균정타운,3,B02,경기도 시흥시 신천동 875-20,경기도 시흥시 신천동 875-20번지,1995-06-21,다세대주택,경기도 시흥시 신천동 875-20번지,2011-07-27,2011,210,1364.347402,2,POINT (126.790138970497 37.4314798309614),126.790138970497,37.4314798309614
62161,경기도,시흥시,신천동,신천동,882-1,시흥대로1089번길,5,36통,행복하우스,A,B01,경기도 시흥시 신천동 882-1,경기도 시흥시 신천동 882-1번지,2002-03-30,다세대주택,경기도 시흥시 신천동 882-1번지,2011-07-27,2011,210,1364.347402,2,POINT (126.792348943088 37.4331236059932),126.792348943088,37.4331236059932
62162,경기도,시흥시,신천동,신천동,882-1,시흥대로1089번길,5,36통,행복하우스,A,B02,경기도 시흥시 신천동 882-1,경기도 시흥시 신천동 882-1번지,2002-03-30,다세대주택,경기도 시흥시 신천동 882-1번지,2011-07-27,2011,210,1364.347402,2,POINT (126.792348943088 37.4331236059932),126.792348943088,37.4331236059932
62184,경기도,시흥시,신천동,신천동,888-16,신천로7번길,01월 25일,39통,태성빌라,106,B01,경기도 시흥시 신천동 888-16,경기도 시흥시 신천동 888-16번지,1996-07-13,다세대주택,경기도 시흥시 신천동 888-16번지,2012-08-15,2012,3767,436.19588,3,POINT (126.79229772966 37.4312403599877),126.79229772966,37.4312403599877
62185,경기도,시흥시,신천동,신천동,888-16,신천로7번길,01월 25일,39통,태성빌라,106,B02,경기도 시흥시 신천동 888-16,경기도 시흥시 신천동 888-16번지,1996-07-13,다세대주택,경기도 시흥시 신천동 888-16번지,2012-08-15,2012,3767,436.19588,3,POINT (126.79229772966 37.4312403599877),126.79229772966,37.4312403599877
62231,경기도,시흥시,신천동,신천동,891-3,두문로,04월 18일,38통,보림빌라,\N,B01,경기도 시흥시 신천동 891-3,경기도 시흥시 신천동 891-3번지,1991-11-04,다세대주택,경기도 시흥시 신천동 891-3번지,2012-08-15,2012,209,181.37962,3,POINT (126.791158293742 37.4305896728442),126.791158293742,37.4305896728442
62232,경기도,시흥시,신천동,신천동,891-3,두문로,04월 18일,38통,보림빌라,\N,B02,경기도 시흥시 신천동 891-3,경기도 시흥시 신천동 891-3번지,1991-11-04,다세대주택,경기도 시흥시 신천동 891-3번지,2012-08-15,2012,209,181.37962,3,POINT (126.791158293742 37.4305896728442),126.791158293742,37.4305896728442
62442,경기도,시흥시,은행동,은행동,261-14,은행로12번길,38,13통,혁성쉐르빌,B,B01,경기도 시흥시 은행동 261-14,경기도 시흥시 은행동 261-14번지,2001-12-19,다세대주택,경기도 시흥시 은행동 261-14번지,2017-07-23,2017,0,4068.534488,4,POINT (126.79758184906 37.432574088421),126.79758184906,37.432574088421
62443,경기도,시흥시,은행동,은행동,261-14,은행로12번길,38,13통,혁성쉐르빌,B,B02,경기도 시흥시 은행동 261-14,경기도 시흥시 은행동 261-14번지,2001-12-19,다세대주택,경기도 시흥시 은행동 261-14번지,2017-07-23,2017,0,4068.534488,4,POINT (126.79758184906 37.432574088421),126.79758184906,37.432574088421
62444,경기도,시흥시,은행동,은행동,261-15,은행로12번길,38,13통,혁성쉐르빌,C,B01,경기도 시흥시 은행동 261-15,경기도 시흥시 은행동 261-15번지,2001-12-19,다세대주택,경기도 시흥시 은행동 261-15번지,2017-07-23,2017,0,4068.534488,4,POINT (126.797423514909 37.4326278583299),126.797423514909,37.4326278583299
62445,경기도,시흥시,은행동,은행동,261-15,은행로12번길,38,13통,혁성쉐르빌,C,B02,경기도 시흥시 은행동 261-15,경기도 시흥시 은행동 261-15번지,2001-12-19,다세대주택,경기도 시흥시 은행동 261-15번지,2017-07-23,2017,0,4068.534488,4,POINT (126.797423514909 37.4326278583299),126.797423514909,37.4326278583299
62446,경기도,시흥시,은행동,은행동,261-16,은행로12번길,38,13통,혁성쉐르빌,D,B01,경기도 시흥시 은행동 261-16,경기도 시흥시 은행동 261-16번지,2001-12-20,다세대주택,경기도 시흥시 은행동 261-16번지,2017-07-23,2017,0,4068.534488,4,POINT (126.797254032827 37.4326455860551),126.797254032827,37.4326455860551
62449,경기도,시흥시,은행동,은행동,261-20,은행로12번길,32,13통,건일베스트빌,102,B01,경기도 시흥시 은행동 261-20,경기도 시흥시 은행동 261-20번지,2001-12-01,다세대주택,경기도 시흥시 은행동 261-20번지,2017-07-23,2017,0,4068.534488,4,POINT (126.796745251304 37.4327798222344),126.796745251304,37.4327798222344
62450,경기도,시흥시,은행동,은행동,261-20,은행로12번길,32,13통,건일베스트빌,102,B02,경기도 시흥시 은행동 261-20,경기도 시흥시 은행동 261-20번지,2001-12-01,다세대주택,경기도 시흥시 은행동 261-20번지,2017-07-23,2017,0,4068.534488,4,POINT (126.796745251304 37.4327798222344),126.796745251304,37.4327798222344
62451,경기도,시흥시,은행동,은행동,261-6,은행로12번길,Jan-32,13통,건일베스트빌,101,B01,경기도 시흥시 은행동 261-6,경기도 시흥시 은행동 261-6번지,2001-12-01,다세대주택,경기도 시흥시 은행동 261-6번지,2017-07-23,2017,0,4068.534488,4,POINT (126.796914733386 37.432735104781),126.796914733386,37.432735104781
62452,경기도,시흥시,은행동,은행동,261-6,은행로12번길,Jan-32,13통,건일베스트빌,101,B02,경기도 시흥시 은행동 261-6,경기도 시흥시 은행동 261-6번지,2001-12-01,다세대주택,경기도 시흥시 은행동 261-6번지,2017-07-23,2017,0,4068.534488,4,POINT (126.796914733386 37.432735104781),126.796914733386,37.432735104781
62528,경기도,시흥시,은행동,은행동,318-5,수인로3247번길,120,19통,중앙탑스빌,102,B01,경기도 시흥시 은행동 318-5,경기도 시흥시 은행동 318-5번지,2002-07-10,다세대주택,경기도 시흥시 은행동 318-5번지,2012-08-15,2012,861,319.6750295,3,POINT (126.794855635052 37.4296230298605),126.794855635052,37.4296230298605
62529,경기도,시흥시,은행동,은행동,318-5,수인로3247번길,120,19통,중앙탑스빌,102,B02,경기도 시흥시 은행동 318-5,경기도 시흥시 은행동 318-5번지,2002-07-10,다세대주택,경기도 시흥시 은행동 318-5번지,2012-08-15,2012,861,319.6750295,3,POINT (126.794855635052 37.4296230298605),126.794855635052,37.4296230298605
62569,경기도,시흥시,은행동,은행동,323-6,시흥대로1056번길,9,26통,대신주택,가,B01,경기도 시흥시 은행동 323-6,경기도 시흥시 은행동 323-6번지,1996-06-10,다세대주택,경기도 시흥시 은행동 323-6번지,2011-07-27,2011,210,1364.347402,2,POINT (126.792898376842 37.4305746692375),126.792898376842,37.4305746692375
62570,경기도,시흥시,은행동,은행동,323-6,시흥대로1056번길,9,26통,대신주택,가,B02,경기도 시흥시 은행동 323-6,경기도 시흥시 은행동 323-6번지,1996-06-10,다세대주택,경기도 시흥시 은행동 323-6번지,2011-07-27,2011,210,1364.347402,2,POINT (126.792898376842 37.4305746692375),126.792898376842,37.4305746692375
62571,경기도,시흥시,은행동,은행동,323-6,시흥대로1056번길,9,26통,대신주택,나,B01,경기도 시흥시 은행동 323-6,경기도 시흥시 은행동 323-6번지,1996-06-10,다세대주택,경기도 시흥시 은행동 323-6번지,2011-07-27,2011,210,1364.347402,2,POINT (126.792898376842 37.4305746692375),126.792898376842,37.4305746692375
62572,경기도,시흥시,은행동,은행동,323-6,시흥대로1056번길,9,26통,대신주택,나,B02,경기도 시흥시 은행동 323-6,경기도 시흥시 은행동 323-6번지,1996-06-10,다세대주택,경기도 시흥시 은행동 323-6번지,2011-07-27,2011,210,1364.347402,2,POINT (126.792898376842 37.4305746692375),126.792898376842,37.4305746692375
62573,경기도,시흥시,은행동,은행동,326-1,시흥대로,1060,26통,신양빌리지,A,B01,경기도 시흥시 은행동 326-1,경기도 시흥시 은행동 326-1번지,1996-04-09,다세대주택,경기도 시흥시 은행동 326-1번지,2011-07-27,2011,210,1364.347402,2,POINT (126.792717746828 37.4304843123213),126.792717746828,37.4304843123213
62574,경기도,시흥시,은행동,은행동,326-1,시흥대로,1060,26통,신양빌리지,A,B02,경기도 시흥시 은행동 326-1,경기도 시흥시 은행동 326-1번지,1996-04-09,다세대주택,경기도 시흥시 은행동 326-1번지,2011-07-27,2011,210,1364.347402,2,POINT (126.792717746828 37.4304843123213),126.792717746828,37.4304843123213
47375,서울특별시,동작구,흑석동,흑석동,43-103,서달로14라길,27,28통,\N,\N,\N,서울특별시 동작구 흑석동 43-103,서울특별시 동작구 흑석동 43-103번지,1986-07-21,단독주택,서울특별시 동작구 흑석동 43-103번지,2012-01-01,2012,366,0,3,POINT (126.964656145761 37.5068592501371),126.964656145761,37.5068592501371
47377,서울특별시,동작구,흑석동,흑석동,43-17,현충로6길,6,29통,\N,\N,\N,서울특별시 동작구 흑석동 43-17,서울특별시 동작구 흑석동 43-17번지,1997-09-08,다가구주택,서울특별시 동작구 흑석동 43-17번지,2012-01-01,2012,364,0,3,POINT (126.965821062664 37.5069045962332),126.965821062664,37.5069045962332
12701,경기도,부천시오정구,성곡동,여월동,7-93,성곡로48번길,37,6통,보원주택,1,B01,경기도 부천시오정구 성곡동 7-93,경기도 부천시 여월동 7-93번지,1992-01-20,다세대주택,경기도 부천시 여월동 7-93번지,2010-09-21,2010,1508,229.374047,2,POINT (126.801444397681 37.5186359498271),126.801444397681,37.5186359498271
12702,경기도,부천시오정구,성곡동,여월동,7-93,성곡로48번길,37,6통,보원주택,1,B02,경기도 부천시오정구 성곡동 7-93,경기도 부천시 여월동 7-93번지,1992-01-20,다세대주택,경기도 부천시 여월동 7-93번지,2010-09-21,2010,1508,229.374047,2,POINT (126.801444397681 37.5186359498271),126.801444397681,37.5186359498271
12778,경기도,부천시오정구,성곡동,여월동,08월 20일,성오로,Jan-45,11통,1층002,\N,\N,경기도 부천시오정구 성곡동 8-20,경기도 부천시 여월동 8-20번지,1987-03-02,단독주택,경기도 부천시 여월동 8-20번지,2010-09-21,2010,2683,237.8770585,2,POINT (126.802293903568 37.5182499212764),126.802293903568,37.5182499212764
12779,경기도,부천시오정구,성곡동,여월동,08월 22일,성오로,\N,11통,2층 윗층 오른쪽2층1집,\N,\N,경기도 부천시오정구 성곡동 8-22,경기도 부천시 여월동 8-22번지,1991-10-22,단독주택,경기도 부천시 여월동 8-22번지,2027-07-01,2027,941,197.6271075,5,POINT (126.802463888564 37.5181060039988),126.802463888564,37.5181060039988
12780,경기도,부천시오정구,성곡동,여월동,08월 27일,성곡로40번길,45,11통,정문 오른쪽,\N,\N,경기도 부천시오정구 성곡동 8-27,경기도 부천시 여월동 8-27번지,1990-05-08,단독주택,경기도 부천시 여월동 8-27번지,2010-09-21,2010,380,218.447084,2,POINT (126.802452908271 37.5179618352642),126.802452908271,37.5179618352642
12781,경기도,부천시오정구,성곡동,여월동,08월 03일,성곡로48번길,16,11통,해암빌라,가,B01,경기도 부천시오정구 성곡동 8-3,경기도 부천시 여월동 8-3번지,1991-08-14,다세대주택,경기도 부천시 여월동 8-3번지,2010-09-21,2010,4382,221.0668575,2,POINT (126.800347793289 37.5184178527065),126.800347793289,37.5184178527065
16271,경기도,부천시오정구,고강1동,고강동,290-7,성지로,116-2,1통,\N,들어가서바로좌측,\N,경기도 부천시오정구 고강1동 290-7,경기도 부천시 고강동 290-7번지,1986-06-21,단독주택,경기도 부천시 고강동 290-7번지,2010-09-21,2010,3302,177.7463085,2,POINT (126.811688843561 37.5292484450756),126.811688843561,37.5292484450756
12782,경기도,부천시오정구,성곡동,여월동,08월 03일,성곡로48번길,16,11통,해암빌라,가,B02,경기도 부천시오정구 성곡동 8-3,경기도 부천시 여월동 8-3번지,1991-08-14,다세대주택,경기도 부천시 여월동 8-3번지,2010-09-21,2010,4382,221.0668575,2,POINT (126.800347793289 37.5184178527065),126.800347793289,37.5184178527065
16569,경기도,부천시오정구,고강1동,고강동,311-15,성지로112번길,38,4통,옥룡주택,가,101,경기도 부천시오정구 고강1동 311-15,경기도 부천시 고강동 311-15번지,1987-08-28,다세대주택,경기도 부천시 고강동 311-15번지,2011-07-27,2011,2151,221.804324,2,POINT (126.813296744047 37.5286563893448),126.813296744047,37.5286563893448
12819,경기도,부천시오정구,성곡동,여월동,09월 17일,성곡로28번길,12월 13일,14통,대성리치빌,\N,B01호,경기도 부천시오정구 성곡동 9-17,경기도 부천시 여월동 9-17번지,2001-09-19,다세대주택,경기도 부천시 여월동 9-17번지,2011-07-27,2011,905,344.1152755,2,POINT (126.801413133182 37.5176177581389),126.801413133182,37.5176177581389
16570,경기도,부천시오정구,고강1동,고강동,311-15,성지로112번길,38,4통,옥룡주택,가,102,경기도 부천시오정구 고강1동 311-15,경기도 부천시 고강동 311-15번지,1987-08-28,다세대주택,경기도 부천시 고강동 311-15번지,2011-07-27,2011,2151,221.804324,2,POINT (126.813296744047 37.5286563893448),126.813296744047,37.5286563893448
12820,경기도,부천시오정구,성곡동,여월동,09월 17일,성곡로28번길,12월 13일,14통,대성리치빌,\N,B02호,경기도 부천시오정구 성곡동 9-17,경기도 부천시 여월동 9-17번지,2001-09-19,다세대주택,경기도 부천시 여월동 9-17번지,2011-07-27,2011,905,344.1152755,2,POINT (126.801413133182 37.5176177581389),126.801413133182,37.5176177581389
16846,경기도,부천시오정구,오정동,오정동,208-1,오정로199번길,24,11통,\N,\N,1층,경기도 부천시오정구 오정동 208-1,경기도 부천시 오정동 208-1번지,1991-04-10,단독주택,경기도 부천시 오정동 208-1번지,2010-09-21,2010,2586,184.7583475,2,POINT (126.782459554627 37.5277386128566),126.782459554627,37.5277386128566
14211,경기도,부천시오정구,원종2동,원종동,213-13,성오로102번길,23,4통,\N,\N,\N,경기도 부천시오정구 원종2동 213-13,경기도 부천시 원종동 213-13번지,1989-09-12,단독주택,경기도 부천시 원종동 213-13번지,2011-07-27,2011,3809,208.1259765,2,POINT (126.801716055163 37.5228440424068),126.801716055163,37.5228440424068
16847,경기도,부천시오정구,오정동,오정동,208-1,오정로199번길,24,11통,\N,\N,\N,경기도 부천시오정구 오정동 208-1,경기도 부천시 오정동 208-1번지,1991-04-10,단독주택,경기도 부천시 오정동 208-1번지,2010-09-21,2010,2586,184.7583475,2,POINT (126.782459554627 37.5277386128566),126.782459554627,37.5277386128566
13295,경기도,부천시오정구,원종1동,원종동,296-17,고강로56번길,Feb-54,11통,대영주택,C,지1,경기도 부천시오정구 원종1동 296-17,경기도 부천시 원종동 296-17번지,1988-04-15,다세대주택,경기도 부천시 원종동 296-17번지,2010-09-21,2010,1563,222.4300605,2,POINT (126.810075159562 37.5276330846956),126.810075159562,37.5276330846956
