도형아이디,시도명,시군구명,읍면동명,법정동명,지번,도로명,건물번호,통정보,건물명,동정보,호정보,등본주소,계약주소,준공일,입주형태,지번주소,기준년도,년도값,공간아이디,면적,등급,공간정보,longitude,latitude
25847,경기도,광명시,하안1동,하안동,604-19,안재로6번길,09월 01일,12통,\N,\N,\N,경기도 광명시 하안1동 604-19,경기도 광명시 하안동 604-19번지,1993-05-06,다가구주택,경기도 광명시 하안동 604-19번지,2010-09-21,2010,1662,178021.352,2,POINT (126.873080081713 37.4595564405711),126.873080081713,37.4595564405711
8048,부산광역시,연제구,연산9동,연산동,414-49,거울바위4로,34,10통,\N,\N,\N,부산광역시 연제구 연산9동 414-49,부산광역시 연제구 연산동 414-49번지,1987-09-16,소매점,부산광역시 연제구 연산동 414-49번지,2009-07-16,2009,1815,119261.2309,2,POINT (129.104606150233 35.1870585815921),129.104606150233,35.1870585815921
22425,경기도,광명시,광명6동,광명동,334-34,광명로832번길,03월 16일,1통,\N,\N,\N,경기도 광명시 광명6동 334-34,경기도 광명시 광명동 334-34번지,1994-11-09,다가구주택,경기도 광명시 광명동 334-34번지,2010-09-21,2010,3960,374674.2458,2,POINT (126.853228968965 37.4727602850053),126.853228968965,37.4727602850053
58291,경기도,구리시,수택3동,토평동,1000-5,검배로120번길,05월 14일,25통,\N,\N,B02,경기도 구리시 수택3동 1000-5,경기도 구리시 토평동 1000-5번지,2001-11-17,다가구주택,경기도 구리시 토평동 1000-5번지,2010-09-21,2010,1122,17083.2705,2,POINT (127.151922195755 37.5936410332069),127.151922195755,37.5936410332069
25848,경기도,광명시,하안1동,하안동,604-2,안재로10번길,14,12통,\N,\N,101,경기도 광명시 하안1동 604-2,경기도 광명시 하안동 604-2번지,1994-11-26,다가구주택,경기도 광명시 하안동 604-2번지,2010-09-21,2010,1662,178021.352,2,POINT (126.873192734492 37.4597818299475),126.873192734492,37.4597818299475
58292,경기도,구리시,수택3동,토평동,1000-5,검배로120번길,05월 14일,25통,\N,\N,B03,경기도 구리시 수택3동 1000-5,경기도 구리시 토평동 1000-5번지,2001-11-17,다가구주택,경기도 구리시 토평동 1000-5번지,2010-09-21,2010,1122,17083.2705,2,POINT (127.151922195755 37.5936410332069),127.151922195755,37.5936410332069
22426,경기도,광명시,광명6동,광명동,334-35,광명로832번길,06월 16일,1통,\N,\N,\N,경기도 광명시 광명6동 334-35,경기도 광명시 광명동 334-35번지,1990-06-05,단독주택,경기도 광명시 광명동 334-35번지,2010-09-21,2010,3960,374674.2458,2,POINT (126.853048003676 37.4728412122805),126.853048003676,37.4728412122805
58293,경기도,구리시,수택3동,토평동,1000-8,검배로120번길,13-15,25통,\N,\N,B01,경기도 구리시 수택3동 1000-8,경기도 구리시 토평동 1000-8번지,2003-11-07,다가구주택,경기도 구리시 토평동 1000-8번지,2010-09-21,2010,1122,17083.2705,2,POINT (127.151887913771 37.5935148855641),127.151887913771,37.5935148855641
25849,경기도,광명시,하안1동,하안동,604-2,안재로10번길,14,12통,\N,\N,103,경기도 광명시 하안1동 604-2,경기도 광명시 하안동 604-2번지,1994-11-26,다가구주택,경기도 광명시 하안동 604-2번지,2010-09-21,2010,1662,178021.352,2,POINT (126.873192734492 37.4597818299475),126.873192734492,37.4597818299475
58294,경기도,구리시,수택3동,토평동,1000-8,검배로120번길,13-15,25통,\N,\N,B02,경기도 구리시 수택3동 1000-8,경기도 구리시 토평동 1000-8번지,2003-11-07,다가구주택,경기도 구리시 토평동 1000-8번지,2010-09-21,2010,1122,17083.2705,2,POINT (127.151887913771 37.5935148855641),127.151887913771,37.5935148855641
22427,경기도,광명시,광명6동,광명동,334-35,광명로832번길,06월 16일,1통,\N,\N,\N,경기도 광명시 광명6동 334-35,경기도 광명시 광명동 334-35번지,1990-06-05,단독주택,경기도 광명시 광명동 334-35번지,2010-09-21,2010,3960,374674.2458,2,POINT (126.853048003676 37.4728412122805),126.853048003676,37.4728412122805
58295,경기도,구리시,수택3동,토평동,1000-8,검배로120번길,13-15,25통,\N,\N,B03,경기도 구리시 수택3동 1000-8,경기도 구리시 토평동 1000-8번지,2003-11-07,다가구주택,경기도 구리시 토평동 1000-8번지,2010-09-21,2010,1122,17083.2705,2,POINT (127.151887913771 37.5935148855641),127.151887913771,37.5935148855641
25850,경기도,광명시,하안1동,하안동,604-2,안재로10번길,14,12통,\N,\N,\N,경기도 광명시 하안1동 604-2,경기도 광명시 하안동 604-2번지,1994-11-26,다가구주택,경기도 광명시 하안동 604-2번지,2010-09-21,2010,1662,178021.352,2,POINT (126.873192734492 37.4597818299475),126.873192734492,37.4597818299475
58296,경기도,구리시,수택3동,토평동,1000-8,검배로120번길,13-15,25통,\N,\N,B04,경기도 구리시 수택3동 1000-8,경기도 구리시 토평동 1000-8번지,2003-11-07,다가구주택,경기도 구리시 토평동 1000-8번지,2010-09-21,2010,1122,17083.2705,2,POINT (127.151887913771 37.5935148855641),127.151887913771,37.5935148855641
22428,경기도,광명시,광명6동,광명동,334-35,광명로832번길,06월 16일,1통,\N,\N,\N,경기도 광명시 광명6동 334-35,경기도 광명시 광명동 334-35번지,1990-06-05,단독주택,경기도 광명시 광명동 334-35번지,2010-09-21,2010,3960,374674.2458,2,POINT (126.853048003676 37.4728412122805),126.853048003676,37.4728412122805
58297,경기도,구리시,수택3동,토평동,1000-8,검배로120번길,13-15,25통,\N,\N,B05,경기도 구리시 수택3동 1000-8,경기도 구리시 토평동 1000-8번지,2003-11-07,다가구주택,경기도 구리시 토평동 1000-8번지,2010-09-21,2010,1122,17083.2705,2,POINT (127.151887913771 37.5935148855641),127.151887913771,37.5935148855641
25851,경기도,광명시,하안1동,하안동,604-5,안재로10번길,01월 16일,12통,단독,\N,101,경기도 광명시 하안1동 604-5,경기도 광명시 하안동 604-5번지,1991-12-30,다가구주택,경기도 광명시 하안동 604-5번지,2010-09-21,2010,1662,178021.352,2,POINT (126.873486268741 37.4599803553242),126.873486268741,37.4599803553242
58298,경기도,구리시,수택3동,토평동,1000-8,검배로120번길,13-15,25통,\N,\N,B06,경기도 구리시 수택3동 1000-8,경기도 구리시 토평동 1000-8번지,2003-11-07,다가구주택,경기도 구리시 토평동 1000-8번지,2010-09-21,2010,1122,17083.2705,2,POINT (127.151887913771 37.5935148855641),127.151887913771,37.5935148855641
22429,경기도,광명시,광명6동,광명동,334-36,광명로832번길,07월 16일,1통,\N,\N,\N,경기도 광명시 광명6동 334-36,경기도 광명시 광명동 334-36번지,1988-09-21,단독주택,경기도 광명시 광명동 334-36번지,2010-09-21,2010,3960,374674.2458,2,POINT (126.853161327007 37.4726881587285),126.853161327007,37.4726881587285
58299,경기도,구리시,수택3동,토평동,1000-9,검배로120번길,13-13,25통,광덕빌,\N,B101,경기도 구리시 수택3동 1000-9,경기도 구리시 토평동 1000-9번지,2003-10-13,다가구주택,경기도 구리시 토평동 1000-9번지,2010-09-21,2010,1122,17083.2705,2,POINT (127.151740727551 37.5935421267494),127.151740727551,37.5935421267494
25852,경기도,광명시,하안1동,하안동,604-5,안재로10번길,01월 16일,12통,단독,\N,103,경기도 광명시 하안1동 604-5,경기도 광명시 하안동 604-5번지,1991-12-30,다가구주택,경기도 광명시 하안동 604-5번지,2010-09-21,2010,1662,178021.352,2,POINT (126.873486268741 37.4599803553242),126.873486268741,37.4599803553242
58300,경기도,구리시,수택3동,토평동,1000-9,검배로120번길,13-13,25통,광덕빌,\N,B102,경기도 구리시 수택3동 1000-9,경기도 구리시 토평동 1000-9번지,2003-10-13,다가구주택,경기도 구리시 토평동 1000-9번지,2010-09-21,2010,1122,17083.2705,2,POINT (127.151740727551 37.5935421267494),127.151740727551,37.5935421267494
22430,경기도,광명시,광명6동,광명동,334-36,광명로832번길,07월 16일,1통,\N,\N,\N,경기도 광명시 광명6동 334-36,경기도 광명시 광명동 334-36번지,1988-09-21,단독주택,경기도 광명시 광명동 334-36번지,2010-09-21,2010,3960,374674.2458,2,POINT (126.853161327007 37.4726881587285),126.853161327007,37.4726881587285
58301,경기도,구리시,수택3동,토평동,1000-9,검배로120번길,13-13,25통,광덕빌,\N,B103,경기도 구리시 수택3동 1000-9,경기도 구리시 토평동 1000-9번지,2003-10-13,다가구주택,경기도 구리시 토평동 1000-9번지,2010-09-21,2010,1122,17083.2705,2,POINT (127.151740727551 37.5935421267494),127.151740727551,37.5935421267494
25853,경기도,광명시,하안1동,하안동,604-5,안재로10번길,01월 16일,12통,단독,\N,104,경기도 광명시 하안1동 604-5,경기도 광명시 하안동 604-5번지,1991-12-30,다가구주택,경기도 광명시 하안동 604-5번지,2010-09-21,2010,1662,178021.352,2,POINT (126.873486268741 37.4599803553242),126.873486268741,37.4599803553242
58302,경기도,구리시,수택3동,토평동,1000-9,검배로120번길,13-13,25통,광덕빌,\N,B105,경기도 구리시 수택3동 1000-9,경기도 구리시 토평동 1000-9번지,2003-10-13,다가구주택,경기도 구리시 토평동 1000-9번지,2010-09-21,2010,1122,17083.2705,2,POINT (127.151740727551 37.5935421267494),127.151740727551,37.5935421267494
22431,경기도,광명시,광명6동,광명동,334-36,광명로832번길,07월 16일,1통,\N,\N,\N,경기도 광명시 광명6동 334-36,경기도 광명시 광명동 334-36번지,1988-09-21,단독주택,경기도 광명시 광명동 334-36번지,2010-09-21,2010,3960,374674.2458,2,POINT (126.853161327007 37.4726881587285),126.853161327007,37.4726881587285
58303,경기도,구리시,수택3동,토평동,1000-9,검배로120번길,13-13,25통,광덕빌,\N,B106,경기도 구리시 수택3동 1000-9,경기도 구리시 토평동 1000-9번지,2003-10-13,다가구주택,경기도 구리시 토평동 1000-9번지,2010-09-21,2010,1122,17083.2705,2,POINT (127.151740727551 37.5935421267494),127.151740727551,37.5935421267494
25854,경기도,광명시,하안1동,하안동,604-7,안재로10번길,20,12통,단독,\N,101,경기도 광명시 하안1동 604-7,경기도 광명시 하안동 604-7번지,1992-06-27,다가구주택,경기도 광명시 하안동 604-7번지,2010-09-21,2010,1662,178021.352,2,POINT (126.873700677824 37.4601157230605),126.873700677824,37.4601157230605
58304,경기도,구리시,수택3동,토평동,1001,검배로120번길,15,25통,한강빌,\N,B101,경기도 구리시 수택3동 1001,경기도 구리시 토평동 1001번지,2002-07-29,다가구주택,경기도 구리시 토평동 1001번지,2010-09-21,2010,1122,17083.2705,2,POINT (127.151106552757 37.5934438489347),127.151106552757,37.5934438489347
22432,경기도,광명시,광명6동,광명동,334-38,광명로832번길,09월 16일,1통,\N,\N,\N,경기도 광명시 광명6동 334-38,경기도 광명시 광명동 334-38번지,1987-05-26,단독주택,경기도 광명시 광명동 334-38번지,2010-09-21,2010,3960,374674.2458,2,POINT (126.853105000618 37.4726160324517),126.853105000618,37.4726160324517
58305,경기도,구리시,수택3동,토평동,1001,검배로120번길,15,25통,한강빌,\N,B102,경기도 구리시 수택3동 1001,경기도 구리시 토평동 1001번지,2002-07-29,다가구주택,경기도 구리시 토평동 1001번지,2010-09-21,2010,1122,17083.2705,2,POINT (127.151106552757 37.5934438489347),127.151106552757,37.5934438489347
25855,경기도,광명시,하안1동,하안동,604-7,안재로10번길,20,12통,단독,\N,104,경기도 광명시 하안1동 604-7,경기도 광명시 하안동 604-7번지,1992-06-27,다가구주택,경기도 광명시 하안동 604-7번지,2010-09-21,2010,1662,178021.352,2,POINT (126.873700677824 37.4601157230605),126.873700677824,37.4601157230605
12659,서울특별시,용산구,원효로1동,원효로2가,03월 05일,원효로,210-16,9통,\N,\N,\N,서울특별시 용산구 원효로1동 3-5,서울특별시 용산구 원효로2가 3-5번지,1992-12-26,다가구주택,서울특별시 용산구 원효로2가 3-5번지,2012-01-01,2012,75,0,3,POINT (126.965614867846 37.537205301941),126.965614867846,37.537205301941
22433,경기도,광명시,광명6동,광명동,334-39,광명로832번길,10월 16일,1통,\N,\N,\N,경기도 광명시 광명6동 334-39,경기도 광명시 광명동 334-39번지,1993-10-25,다가구주택,경기도 광명시 광명동 334-39번지,2010-09-21,2010,3960,374674.2458,2,POINT (126.852901236551 37.4726968759078),126.852901236551,37.4726968759078
12660,서울특별시,용산구,원효로1동,원효로2가,03월 05일,원효로,210-16,9통,\N,\N,\N,서울특별시 용산구 원효로1동 3-5,서울특별시 용산구 원효로2가 3-5번지,1992-12-26,다가구주택,서울특별시 용산구 원효로2가 3-5번지,2012-01-01,2012,75,0,3,POINT (126.965614867846 37.537205301941),126.965614867846,37.537205301941
25856,경기도,광명시,하안1동,하안동,605-1,안재로10번길,01월 24일,13통,\N,\N,101,경기도 광명시 하안1동 605-1,경기도 광명시 하안동 605-1번지,1992-09-23,다가구주택,경기도 광명시 하안동 605-1번지,2010-09-21,2010,1662,178021.352,2,POINT (126.874186241475 37.4604316369912),126.874186241475,37.4604316369912
12890,서울특별시,용산구,한강로동,한강로2가,Feb-82,한강대로44길,19,13통,\N,\N,\N,서울특별시 용산구 한강로동 82-2,서울특별시 용산구 한강로2가 82-2번지,2008-02-04,사무소,서울특별시 용산구 한강로2가 82-2번지,2012-01-01,2012,74,0,3,POINT (126.971070983899 37.5307736161774),126.971070983899,37.5307736161774
22434,경기도,광명시,광명6동,광명동,334-39,광명로832번길,10월 16일,1통,\N,\N,\N,경기도 광명시 광명6동 334-39,경기도 광명시 광명동 334-39번지,1993-10-25,다가구주택,경기도 광명시 광명동 334-39번지,2010-09-21,2010,3960,374674.2458,2,POINT (126.852901236551 37.4726968759078),126.852901236551,37.4726968759078
28747,서울특별시,마포구,서교동,서교동,326-13,와우산로33길,8,31통,\N,\N,\N,서울특별시 마포구 서교동 326-13,서울특별시 마포구 서교동 326-13번지,1990-06-21,다가구주택,서울특별시 마포구 서교동 326-13번지,2012-01-01,2012,170,0,3,POINT (126.929979541772 37.5553897151516),126.929979541772,37.5553897151516
25857,경기도,광명시,하안1동,하안동,605-1,안재로10번길,01월 24일,13통,\N,\N,104,경기도 광명시 하안1동 605-1,경기도 광명시 하안동 605-1번지,1992-09-23,다가구주택,경기도 광명시 하안동 605-1번지,2010-09-21,2010,1662,178021.352,2,POINT (126.874186241475 37.4604316369912),126.874186241475,37.4604316369912
28748,서울특별시,마포구,서교동,서교동,326-13,와우산로33길,8,31통,\N,\N,\N,서울특별시 마포구 서교동 326-13,서울특별시 마포구 서교동 326-13번지,1990-06-21,다가구주택,서울특별시 마포구 서교동 326-13번지,2012-01-01,2012,170,0,3,POINT (126.929979541772 37.5553897151516),126.929979541772,37.5553897151516
58387,경기도,구리시,수택3동,토평동,1002-8,검배로120번길,21-26,24통,\N,\N,B,경기도 구리시 수택3동 1002-8,경기도 구리시 토평동 1002-8번지,2002-01-09,다가구주택,경기도 구리시 토평동 1002-8번지,2010-09-21,2010,1122,17083.2705,2,POINT (127.150957019604 37.5923448137903),127.150957019604,37.5923448137903
22437,경기도,광명시,광명6동,광명동,334-41,광명로832번길,12월 16일,1통,\N,\N,B01,경기도 광명시 광명6동 334-41,경기도 광명시 광명동 334-41번지,1996-06-12,다가구주택,경기도 광명시 광명동 334-41번지,2010-09-21,2010,3960,374674.2458,2,POINT (126.852856141912 37.4726516974497),126.852856141912,37.4726516974497
28803,서울특별시,마포구,서교동,서교동,330-26,와우산로29길,Nov-56,32통,\N,\N,B01 오,서울특별시 마포구 서교동 330-26,서울특별시 마포구 서교동 330-26번지,1991-07-27,다가구주택,서울특별시 마포구 서교동 330-26번지,2012-01-01,2012,165,0,3,POINT (126.927330273635 37.5564693042806),126.927330273635,37.5564693042806
58388,경기도,구리시,수택3동,토평동,1002-9,검배로136번길,60,24통,파크빌,\N,B01,경기도 구리시 수택3동 1002-9,경기도 구리시 토평동 1002-9번지,2002-07-15,다가구주택,경기도 구리시 토평동 1002-9번지,2010-09-21,2010,1122,17083.2705,2,POINT (127.15091150587 37.5922367710584),127.15091150587,37.5922367710584
25858,경기도,광명시,하안1동,하안동,605-10,안재로6번길,01월 31일,13통,교회지하,\N,\N,경기도 광명시 하안1동 605-10,경기도 광명시 하안동 605-10번지,1992-01-09,다가구주택,경기도 광명시 하안동 605-10번지,2010-09-21,2010,1662,178021.352,2,POINT (126.874999453721 37.4607838864721),126.874999453721,37.4607838864721
28804,서울특별시,마포구,서교동,서교동,330-26,와우산로29길,Nov-56,32통,\N,\N,B01 왼,서울특별시 마포구 서교동 330-26,서울특별시 마포구 서교동 330-26번지,1991-07-27,다가구주택,서울특별시 마포구 서교동 330-26번지,2012-01-01,2012,165,0,3,POINT (126.927330273635 37.5564693042806),126.927330273635,37.5564693042806
58389,경기도,구리시,수택3동,토평동,1002-9,검배로136번길,60,24통,파크빌,\N,B02,경기도 구리시 수택3동 1002-9,경기도 구리시 토평동 1002-9번지,2002-07-15,다가구주택,경기도 구리시 토평동 1002-9번지,2010-09-21,2010,1122,17083.2705,2,POINT (127.15091150587 37.5922367710584),127.15091150587,37.5922367710584
22438,경기도,광명시,광명6동,광명동,334-41,광명로832번길,12월 16일,1통,\N,\N,B02,경기도 광명시 광명6동 334-41,경기도 광명시 광명동 334-41번지,1996-06-12,다가구주택,경기도 광명시 광명동 334-41번지,2010-09-21,2010,3960,374674.2458,2,POINT (126.852856141912 37.4726516974497),126.852856141912,37.4726516974497
28809,서울특별시,마포구,서교동,서교동,330-49,와우산로29길,Sep-56,32통,홍익예림빌라,\N,B01,서울특별시 마포구 서교동 330-49,서울특별시 마포구 서교동 330-49번지,1991-12-27,다세대주택,서울특별시 마포구 서교동 330-49번지,2012-01-01,2012,173,0,3,POINT (126.927194654442 37.5563970941847),126.927194654442,37.5563970941847
58390,경기도,구리시,수택3동,토평동,1002-9,검배로136번길,60,24통,파크빌,\N,B04,경기도 구리시 수택3동 1002-9,경기도 구리시 토평동 1002-9번지,2002-07-15,다가구주택,경기도 구리시 토평동 1002-9번지,2010-09-21,2010,1122,17083.2705,2,POINT (127.15091150587 37.5922367710584),127.15091150587,37.5922367710584
25859,경기도,광명시,하안1동,하안동,605-11,안재로6번길,31,13통,단독,\N,103,경기도 광명시 하안1동 605-11,경기도 광명시 하안동 605-11번지,1992-05-27,다가구주택,경기도 광명시 하안동 605-11번지,2010-09-21,2010,1662,178021.352,2,POINT (126.874897865055 37.4607207288317),126.874897865055,37.4607207288317
28810,서울특별시,마포구,서교동,서교동,330-49,와우산로29길,Sep-56,32통,홍익예림빌라,\N,B02,서울특별시 마포구 서교동 330-49,서울특별시 마포구 서교동 330-49번지,1991-12-27,다세대주택,서울특별시 마포구 서교동 330-49번지,2012-01-01,2012,173,0,3,POINT (126.927194654442 37.5563970941847),126.927194654442,37.5563970941847
59694,경기도,남양주시,양정동,일패동,524,경춘로,727-1,양정1통,\N,\N,\N,경기도 남양주시 양정동 524,경기도 남양주시 일패동 524번지,1989-04-18,일반음식점,경기도 남양주시 일패동 524번지,2011-07-27,2011,4053,6900.598342,2,POINT (127.18711076639 37.6238456823043),127.18711076639,37.6238456823043
22439,경기도,광명시,광명6동,광명동,337-42,광명로848번길,32,2통,영신빌라,A,B01,경기도 광명시 광명6동 337-42,경기도 광명시 광명동 337-42번지,1980-07-26,연립주택,경기도 광명시 광명동 337-42번지,2013-08-06,2013,1047,456.544065,3,POINT (126.852075870546 37.4727858917195),126.852075870546,37.4727858917195
28817,서울특별시,마포구,서교동,서교동,332-7,와우산로29마길,10,33통,\N,\N,\N,서울특별시 마포구 서교동 332-7,서울특별시 마포구 서교동 332-7번지,1996-08-05,소매점,서울특별시 마포구 서교동 332-7번지,2012-01-01,2012,185,0,3,POINT (126.926572801045 37.5556579360532),126.926572801045,37.5556579360532
59695,경기도,남양주시,양정동,일패동,524,경춘로,727-1,양정1통,\N,\N,\N,경기도 남양주시 양정동 524,경기도 남양주시 일패동 524번지,1989-04-18,일반음식점,경기도 남양주시 일패동 524번지,2011-07-27,2011,4053,6900.598342,2,POINT (127.18711076639 37.6238456823043),127.18711076639,37.6238456823043
25860,경기도,광명시,하안1동,하안동,605-11,안재로6번길,31,13통,\N,\N,101,경기도 광명시 하안1동 605-11,경기도 광명시 하안동 605-11번지,1992-05-27,다가구주택,경기도 광명시 하안동 605-11번지,2010-09-21,2010,1662,178021.352,2,POINT (126.874897865055 37.4607207288317),126.874897865055,37.4607207288317
28823,서울특별시,마포구,서교동,서교동,333-13,와우산로29라길,20,33통,\N,\N,\N,서울특별시 마포구 서교동 333-13,서울특별시 마포구 서교동 333-13번지,1993-08-30,소매점,서울특별시 마포구 서교동 333-13번지,2012-01-01,2012,187,0,3,POINT (126.926822414122 37.5550544390246),126.926822414122,37.5550544390246
22440,경기도,광명시,광명6동,광명동,337-42,광명로848번길,32,2통,영신빌라,A,B02,경기도 광명시 광명6동 337-42,경기도 광명시 광명동 337-42번지,1980-07-26,연립주택,경기도 광명시 광명동 337-42번지,2013-08-06,2013,1047,456.544065,3,POINT (126.852075870546 37.4727858917195),126.852075870546,37.4727858917195
59722,경기도,남양주시,양정동,일패동,594,경춘로725번길,12,양정1통,\N,\N,\N,경기도 남양주시 양정동 594,경기도 남양주시 일패동 594번지,1990-12-31,단독주택,경기도 남양주시 일패동 594번지,2011-07-27,2011,4053,6900.598342,2,POINT (127.186750093096 37.6246120397116),127.186750093096,37.6246120397116
28824,서울특별시,마포구,서교동,서교동,333-13,와우산로29라길,20,33통,\N,\N,\N,서울특별시 마포구 서교동 333-13,서울특별시 마포구 서교동 333-13번지,1993-08-30,소매점,서울특별시 마포구 서교동 333-13번지,2012-01-01,2012,187,0,3,POINT (126.926822414122 37.5550544390246),126.926822414122,37.5550544390246
25861,경기도,광명시,하안1동,하안동,605-11,안재로6번길,31,13통,\N,\N,102,경기도 광명시 하안1동 605-11,경기도 광명시 하안동 605-11번지,1992-05-27,다가구주택,경기도 광명시 하안동 605-11번지,2010-09-21,2010,1662,178021.352,2,POINT (126.874897865055 37.4607207288317),126.874897865055,37.4607207288317
59723,경기도,남양주시,양정동,일패동,594,경춘로725번길,12,양정1통,\N,\N,\N,경기도 남양주시 양정동 594,경기도 남양주시 일패동 594번지,1990-12-31,단독주택,경기도 남양주시 일패동 594번지,2011-07-27,2011,4053,6900.598342,2,POINT (127.186750093096 37.6246120397116),127.186750093096,37.6246120397116
28828,서울특별시,마포구,서교동,서교동,333-28,와우산로29마길,13,33통,\N,\N,\N,서울특별시 마포구 서교동 333-28,서울특별시 마포구 서교동 333-28번지,1991-09-14,다가구주택,서울특별시 마포구 서교동 333-28번지,2012-01-01,2012,188,0,3,POINT (126.926674808807 37.5554868194999),126.926674808807,37.5554868194999
22441,경기도,광명시,광명6동,광명동,337-42,광명로848번길,32,2통,영신빌라,A,B03,경기도 광명시 광명6동 337-42,경기도 광명시 광명동 337-42번지,1980-07-26,연립주택,경기도 광명시 광명동 337-42번지,2013-08-06,2013,1047,456.544065,3,POINT (126.852075870546 37.4727858917195),126.852075870546,37.4727858917195
16141,서울특별시,서대문구,천연동,천연동,120-26,독립문로12가길,8,5통,\N,\N,\N,서울특별시 서대문구 천연동 120-26,서울특별시 서대문구 천연동 120-26번지,1993-12-23,다가구주택,서울특별시 서대문구 천연동 120-26번지,2012-01-01,2012,146,0,3,POINT (126.960665773116 37.5675403734518),126.960665773116,37.5675403734518
28829,서울특별시,마포구,서교동,서교동,333-29,와우산로29마길,7,33통,우암맨션,\N,102,서울특별시 마포구 서교동 333-29,서울특별시 마포구 서교동 333-29번지,1997-07-21,다가구주택,서울특별시 마포구 서교동 333-29번지,2012-01-01,2012,189,0,3,POINT (126.92679919625 37.555631030144),126.92679919625,37.555631030144
25862,경기도,광명시,하안1동,하안동,605-11,안재로6번길,31,13통,\N,\N,104,경기도 광명시 하안1동 605-11,경기도 광명시 하안동 605-11번지,1992-05-27,다가구주택,경기도 광명시 하안동 605-11번지,2010-09-21,2010,1662,178021.352,2,POINT (126.874897865055 37.4607207288317),126.874897865055,37.4607207288317
1820,서울특별시,구로구,고척2동,고척동,224-4,고척로45길,Jul-75,6통,\N,\N,\N,서울특별시 구로구 고척2동 224-4,서울특별시 구로구 고척동 224-4번지,1996-12-02,다가구주택,서울특별시 구로구 고척동 224-4번지,2012-01-01,2012,320,0,3,POINT (126.853704809609 37.5070532073765),126.853704809609,37.5070532073765
28980,서울특별시,마포구,서교동,서교동,346-7,홍익로2길,27-15,27통,\N,\N,B101,서울특별시 마포구 서교동 346-7,서울특별시 마포구 서교동 346-7번지,1995-05-17,다가구주택,서울특별시 마포구 서교동 346-7번지,2012-01-01,2012,191,0,3,POINT (126.924151185399 37.5554491428451),126.924151185399,37.5554491428451
14345,경기도,부천시오정구,원종2동,원종동,217-21,원종로24번길,11,2통,라이프골든빌,A,B02,경기도 부천시오정구 원종2동 217-21,경기도 부천시 원종동 217-21번지,2001-09-28,다세대주택,경기도 부천시 원종동 217-21번지,2011-07-27,2011,2696,303.872551,2,POINT (126.802822801658 37.5235667300986),126.802822801658,37.5235667300986
1821,서울특별시,구로구,고척2동,고척동,224-4,고척로45길,Jul-75,6통,\N,\N,\N,서울특별시 구로구 고척2동 224-4,서울특별시 구로구 고척동 224-4번지,1996-12-02,다가구주택,서울특별시 구로구 고척동 224-4번지,2012-01-01,2012,320,0,3,POINT (126.853704809609 37.5070532073765),126.853704809609,37.5070532073765
28981,서울특별시,마포구,서교동,서교동,346-7,홍익로2길,27-15,27통,\N,\N,B102,서울특별시 마포구 서교동 346-7,서울특별시 마포구 서교동 346-7번지,1995-05-17,다가구주택,서울특별시 마포구 서교동 346-7번지,2012-01-01,2012,191,0,3,POINT (126.924151185399 37.5554491428451),126.924151185399,37.5554491428451
14346,경기도,부천시오정구,원종2동,원종동,217-3,원종로24번길,13,2통,청송연립,\N,103,경기도 부천시오정구 원종2동 217-3,경기도 부천시 원종동 217-3번지,1987-09-03,다세대주택,경기도 부천시 원종동 217-3번지,2011-07-27,2011,2695,259.4571505,2,POINT (126.802766642907 37.5234134250895),126.802766642907,37.5234134250895
2451,서울특별시,구로구,고척2동,고척동,273-10,경인로33길,Jun-66,25통,\N,\N,\N,서울특별시 구로구 고척2동 273-10,서울특별시 구로구 고척동 273-10번지,1989-11-09,단독주택,서울특별시 구로구 고척동 273-10번지,2012-01-01,2012,322,0,3,POINT (126.851364330785 37.5009414588571),126.851364330785,37.5009414588571
28982,서울특별시,마포구,서교동,서교동,346-7,홍익로2길,27-15,27통,\N,\N,B103,서울특별시 마포구 서교동 346-7,서울특별시 마포구 서교동 346-7번지,1995-05-17,다가구주택,서울특별시 마포구 서교동 346-7번지,2012-01-01,2012,191,0,3,POINT (126.924151185399 37.5554491428451),126.924151185399,37.5554491428451
14349,경기도,부천시오정구,원종2동,원종동,217-5,원종로30번길,20,2통,신성빌라,나,지1,경기도 부천시오정구 원종2동 217-5,경기도 부천시 원종동 217-5번지,1988-09-01,다세대주택,경기도 부천시 원종동 217-5번지,2010-09-21,2010,2107,213.9574965,2,POINT (126.803050035053 37.5231706851736),126.803050035053,37.5231706851736
2452,서울특별시,구로구,고척2동,고척동,273-10,경인로33길,Jun-66,25통,\N,\N,\N,서울특별시 구로구 고척2동 273-10,서울특별시 구로구 고척동 273-10번지,1989-11-09,단독주택,서울특별시 구로구 고척동 273-10번지,2012-01-01,2012,322,0,3,POINT (126.851364330785 37.5009414588571),126.851364330785,37.5009414588571
14945,경기도,광주시,송정동,송정동,93-24,수하길28번길,8,4통,\N,\N,B01,경기도 광주시 송정동 93-24,경기도 광주시 송정동 93-24번지,1990-05-23,단독주택,경기도 광주시 송정동 93-24번지,2011-07-27,2011,564,65111.13689,2,POINT (127.263017952099 37.4144794873029),127.263017952099,37.4144794873029
26771,경기도,광명시,소하2동,소하동,953,영당안로,6,7통,렉스빌,가,B02,경기도 광명시 소하2동 953,경기도 광명시 소하동 953번지,2001-12-21,다세대주택,경기도 광명시 소하동 953번지,2012-07-06,2012,2255,509.628183,3,POINT (126.877249072714 37.4328908824515),126.877249072714,37.4328908824515
